"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"BHMT2",531.273871958119,-3.06101399498392,0.483690218071966,-6.32845958139366,2.47620698070776e-10,5.39813121794292e-09
"P3H2-AS1",3.86624872990929,-3.05998302297222,0.452825844403528,-6.75752733813789,1.40366563623926e-11,4.04252377015021e-10
"GPBAR1",72.2049747276974,-3.05898036819331,0.45027698815795,-6.7935525213211,1.09405381827621e-11,3.23124740714942e-10
"TENM1",59.812779479375,-3.0580422816464,0.400610189315687,-7.63346106315987,2.28533750133502e-14,1.22897563373784e-12
"GOLGA8M",4.76459939189198,-3.05492503093268,0.523122212492519,-5.83979222823839,5.22659630495272e-09,8.41343552215137e-08
"BMS1P10",35.2289277538199,-3.05455302839416,0.456396943543374,-6.69275522460606,2.19007308735718e-11,6.00836416866715e-10
"PAPPA2",53.4186723501975,-3.0539080403981,0.383446961934982,-7.96435581334958,1.66086715290833e-15,1.16678317588852e-13
"KLHL29",394.757974818361,-3.05328226075044,0.285040285309182,-10.7117569624889,8.96441272600059e-27,1.08948990065448e-23
"LCN6",1.90008722123049,-3.05322445641136,0.593079068634406,-5.14809005726937,2.63152151869066e-07,2.78077785550603e-06
"SORBS1",9020.71189251334,-3.05298381215779,0.425754858133723,-7.17075508084725,7.45852346730493e-13,2.79344113897968e-11
"CIMAP1C",24.164289483816,-3.05297325305312,0.360275918715608,-8.47398644887796,2.37135029660395e-17,2.62001871179783e-15
"PPIAP39",46.028450076083,-3.05170184269122,0.367859421003818,-8.29583712811732,1.07823180229135e-16,9.81594772220817e-15
"RAX2",0.926833614512534,-3.05083378854774,0.88054124209458,-3.46472560591324,0.000530772735251483,0.00224529983915033
"ARHGAP44-AS1",5.53369813921974,-3.04771064645111,0.492308882076944,-6.19064728955018,5.99176488649296e-10,1.19378548439332e-08
"SLC6A2",31.3588307079487,-3.04599233874593,0.49777386219919,-6.11922917223612,9.40290927470968e-10,1.79400718791498e-08
"SCTR-AS1",6.45013909846317,-3.04272129097715,0.66890267536218,-4.54882511768944,5.39462498656485e-06,4.07100743708264e-05
"MATN2",3415.25670080685,-3.03949516835201,0.343742286771967,-8.84236617174878,9.37125130314881e-19,1.49859871990551e-16
"PNMA8C",41.0439146114877,-3.03768401729866,0.638486753951387,-4.7576304418211,1.95878680270044e-06,1.6497654474442e-05
"LOC105379311",0.852226165641345,-3.03409244198451,1.08624876856978,-2.79318378052515,0.00521920303003771,0.0160484716067206
"LINC01777",1.06307348095262,-3.0339241953641,0.877085186298616,-3.45909866311567,0.000541986330227967,0.00228875290633273
"DEFB1",188.383815424234,-3.03140331241387,0.553064020832423,-5.48110742740283,4.22671721802692e-08,5.49111787378837e-07
"RXRG",38.1122441865255,-3.02811744365524,0.580715010916683,-5.21446387079823,1.8434962720882e-07,2.01392646677069e-06
"PDE2A",1162.71055385499,-3.02647226178443,0.370780371170953,-8.16243926890357,3.28325669215e-16,2.68707476148451e-14
"COX7A1",606.360109006606,-3.02640585500201,0.419528333033448,-7.21382947635322,5.43998732871503e-13,2.10222213035097e-11
"NLRP5",17.7313615538811,-3.02637412805484,0.73684444825531,-4.1072089709309,4.004688867329e-05,0.000235866179544865
"LOC574538",13.5967113895124,-3.02397531463895,0.478853061549997,-6.31503807211896,2.70094974741777e-10,5.8205553348937e-09
"HNRNPA1P33",3.58809558171406,-3.02313727096092,0.620131453188422,-4.87499425390759,1.0881162233951e-06,9.82132975940018e-06
"GPR12",26.1905417195085,-3.01790246821541,0.433517731883799,-6.96142797920049,3.36840751493985e-12,1.10048227776402e-10
"SLC22A3",196.099697908817,-3.01574312624003,0.431512633906738,-6.98877133431003,2.77303953072819e-12,9.23346190046713e-11
"EBF1",1596.01365180026,-3.01214096411063,0.414223985033932,-7.27176859124631,3.54811042993019e-13,1.44380617450816e-11
"LINC02227",3.28593690402559,-3.01129440195098,0.7359649416635,-4.09162751033298,4.28356307679983e-05,0.000250169552397341
"PLD5",22.9147788103297,-3.00990259074793,0.479521533494285,-6.27688723135059,3.45418419389312e-10,7.25050563048014e-09
"ADAMTS5",1858.35536762028,-3.00731785172915,0.308098671354245,-9.76089198473501,1.65691416115217e-22,8.21930867655626e-20
"CMA1",71.8458386570272,-3.00705021411507,0.526261128698757,-5.71398883582825,1.10358241844006e-08,1.64269464996611e-07
"LMO7DN-IT1",1.84604372564232,-3.00670887303021,0.60838317822611,-4.94213019136559,7.727358418375e-07,7.25208112260391e-06
"MYO16",60.00011065545,-3.00446893935956,0.527512447358522,-5.69554131737404,1.22981097455525e-08,1.81389656301665e-07
